startCpG,endCpG,chr_hg38,start_hg38,end_hg38,strand_hg38
15796066,15796074,chr10,121573090,121573296,+
15798626,15798631,chr10,121736160,121736323,+
15798638,15798642,chr10,121736687,121736878,+
15801733,15801740,chr10,121995136,121995480,+
15801740,15801744,chr10,121995654,121995794,+
15801744,15801748,chr10,121995814,121995901,+
15802059,15802065,chr10,122019086,122019142,+
15802065,15802071,chr10,122019177,122019302,+
15802126,15802132,chr10,122021637,122021750,+
15804331,15804338,chr10,122154590,122154818,+
15804338,15804345,chr10,122154840,122155019,+
15804584,15804596,chr10,122164218,122164431,+
15804596,15804604,chr10,122164442,122164584,+
15804604,15804609,chr10,122164611,122164706,+
15804609,15804613,chr10,122164713,122164741,+
15804629,15804635,chr10,122165462,122165787,+
15805350,15805357,chr10,122207773,122207901,+
15805641,15805651,chr10,122225474,122225752,+
15807009,15807018,chr10,122331625,122331892,+
15808656,15808660,chr10,122469251,122469392,+
15808702,15808708,chr10,122474212,122474440,+
15808709,15808714,chr10,122474524,122474657,+
15808719,15808725,chr10,122475094,122475281,+
15809188,15809192,chr10,122504708,122504790,+
15809561,15809565,chr10,122530283,122530347,+
15811374,15811378,chr10,122708160,122708306,+
15818647,15818654,chr10,123378072,123378208,+
15819116,15819122,chr10,123428377,123428476,+
15827202,15827214,chr10,124088179,124088405,+
15832572,15832581,chr10,124522991,124523136,+
15832583,15832590,chr10,124523219,124523400,+
15833459,15833463,chr10,124560432,124560542,+
15833553,15833558,chr10,124566008,124566090,+
15834009,15834019,chr10,124589624,124589804,+
15834019,15834036,chr10,124589832,124590137,+
15834560,15834571,chr10,124611793,124612132,+
15834792,15834800,chr10,124619360,124619535,+
15835142,15835148,chr10,124632522,124632759,+
15835315,15835320,chr10,124642046,124642151,+
15835421,15835426,chr10,124646409,124646506,+
15835426,15835431,chr10,124646508,124646598,+
15835455,15835459,chr10,124648217,124648353,+
15835468,15835473,chr10,124648856,124648938,+
15835504,15835511,chr10,124650910,124651010,+
15835575,15835580,chr10,124654835,124654996,+
15836372,15836376,chr10,124701573,124701737,+
15836507,15836515,chr10,124709967,124710127,+
15836793,15836797,chr10,124728535,124728702,+
15836856,15836865,chr10,124733332,124733577,+
15837276,15837281,chr10,124747226,124747542,+
15839633,15839637,chr10,124898577,124898635,+
15841403,15841407,chr10,125008600,125008714,+
15841407,15841411,chr10,125008798,125009025,+
15841573,15841578,chr10,125015458,125015540,+
15841737,15841749,chr10,125023385,125023522,+
15841763,15841772,chr10,125023928,125024044,+
15841773,15841778,chr10,125024103,125024200,+
15841779,15841786,chr10,125024232,125024487,+
15841786,15841794,chr10,125024568,125024820,+
15841948,15841953,chr10,125029707,125029940,+
15842516,15842521,chr10,125060148,125060299,+
15842640,15842646,chr10,125065462,125065615,+
15843006,15843017,chr10,125084911,125085184,+
15843017,15843024,chr10,125085240,125085454,+
15843589,15843598,chr10,125118234,125118484,+
15843679,15843689,chr10,125123691,125124084,+
15843926,15843938,chr10,125138096,125138345,+
15843938,15843944,chr10,125138365,125138499,+
15844049,15844055,chr10,125144297,125144402,+
15844144,15844151,chr10,125149786,125149994,+
15845351,15845356,chr10,125201246,125201439,+
15846928,15846932,chr10,125345125,125345167,+
15847418,15847424,chr10,125415403,125415516,+
15850297,15850303,chr10,125690392,125690499,+
15850310,15850314,chr10,125691318,125691363,+
15863377,15863383,chr10,126906427,126906479,+
15864401,15864406,chr10,127013365,127013500,+
15864924,15864931,chr10,127044309,127044500,+
15866262,15866266,chr10,127148572,127148654,+
15866427,15866432,chr10,127163709,127163888,+
15867987,15867993,chr10,127279452,127279788,+
15868146,15868150,chr10,127293723,127293974,+
15868258,15868266,chr10,127301173,127301491,+
15873716,15873720,chr10,127783204,127783345,+
15875312,15875317,chr10,127923049,127923131,+
15876616,15876624,chr10,128018396,128018567,+
15877147,15877156,chr10,128048589,128048716,+
15877366,15877373,chr10,128062543,128062838,+
15877374,15877383,chr10,128062930,128063141,+
15877406,15877410,chr10,128064468,128064539,+
15877410,15877414,chr10,128064623,128064891,+
15879190,15879194,chr10,128181111,128181204,+
15887615,15887619,chr10,128873615,128873730,+
15889632,15889636,chr10,129036757,129036811,+
15890000,15890007,chr10,129057987,129058113,+
15890975,15890981,chr10,129140973,129141073,+
15892611,15892616,chr10,129307186,129307261,+
15893414,15893420,chr10,129372206,129372346,+
15893768,15893773,chr10,129396132,129396210,+
15893773,15893780,chr10,129396224,129396323,+
15895675,15895683,chr10,129525622,129525807,+
15895826,15895830,chr10,129531625,129532030,+
15898332,15898340,chr10,129689585,129690164,+
15898716,15898730,chr10,129707898,129708101,+
15898730,15898739,chr10,129708169,129708416,+
15903031,15903036,chr10,129938653,129938704,+
15921015,15921019,chr10,131132489,131132527,+
15926251,15926259,chr10,131431172,131431305,+
15930478,15930482,chr10,131706689,131706735,+
15933225,15933229,chr10,131928643,131928690,+
15933610,15933616,chr10,131946535,131946719,+
15934387,15934393,chr10,131977897,131977977,+
15934920,15934928,chr10,131997730,131997956,+
15940806,15940810,chr10,132232506,132232563,+
15943474,15943481,chr10,132329944,132330073,+
15944572,15944581,chr10,132372119,132372305,+
15945810,15945815,chr10,132407362,132407470,+
15945815,15945821,chr10,132407486,132407653,+
15945821,15945825,chr10,132407706,132407797,+
15945870,15945885,chr10,132408939,132409182,+
15945885,15945890,chr10,132409211,132409398,+
15945972,15945976,chr10,132412033,132412078,+
15946903,15946910,chr10,132447712,132447888,+
15946910,15946918,chr10,132447899,132448019,+
15946918,15946924,chr10,132448045,132448122,+
15946928,15946934,chr10,132448344,132448496,+
15947150,15947162,chr10,132455538,132455749,+
15947278,15947282,chr10,132459638,132459836,+
15947415,15947426,chr10,132464208,132464471,+
15948693,15948703,chr10,132516900,132517014,+
15948703,15948707,chr10,132517047,132517150,+
15949708,15949712,chr10,132551659,132551731,+
15950136,15950141,chr10,132571024,132571124,+
15950141,15950147,chr10,132571240,132571362,+
15950534,15950540,chr10,132588246,132588396,+
15950541,15950545,chr10,132588542,132588583,+
15950545,15950550,chr10,132588611,132588773,+
15950642,15950649,chr10,132591359,132591442,+
15950972,15950982,chr10,132607054,132607197,+
15951564,15951570,chr10,132631441,132631567,+
15951570,15951575,chr10,132631586,132631646,+
15951575,15951579,chr10,132631696,132631716,+
15952983,15952993,chr10,132685299,132685457,+
15952997,15953006,chr10,132685666,132685770,+
15953006,15953011,chr10,132685807,132685905,+
15955967,15955980,chr10,132775265,132775475,+
15963740,15963747,chr10,133013715,133013773,+
15964411,15964434,chr10,133029859,133030184,+
15972255,15972263,chr10,133241568,133241678,+
15972791,15972799,chr10,133258236,133258468,+
15972819,15972823,chr10,133259158,133259221,+
15972823,15972828,chr10,133259275,133259325,+
15973050,15973056,chr10,133264596,133264771,+
15973439,15973446,chr10,133274863,133275020,+
15974745,15974753,chr10,133309782,133309864,+
15976287,15976292,chr10,133360304,133360461,+
15976292,15976299,chr10,133360469,133360526,+
15976599,15976605,chr10,133372498,133372578,+
15988630,15988634,chr11,309036,309070,+
15988639,15988643,chr11,309305,309421,+
15988828,15988832,chr11,314945,314979,+
15988832,15988837,chr11,315053,315263,+
15989750,15989754,chr11,350712,350867,+
15989757,15989765,chr11,350980,351188,+
15991416,15991429,chr11,393877,394200,+
15991429,15991453,chr11,394222,394450,+
15991453,15991472,chr11,394474,394718,+
15991472,15991486,chr11,394817,395098,+
15991486,15991492,chr11,395122,395221,+
15992470,15992477,chr11,414608,414808,+
15992478,15992483,chr11,414869,414954,+
15992497,15992503,chr11,415396,415458,+
15996446,15996451,chr11,518432,518474,+
15996451,15996455,chr11,518558,518576,+
15999989,15999996,chr11,606209,606360,+
16000356,16000371,chr11,614761,614876,+
16000371,16000384,chr11,614880,614979,+
16001699,16001704,chr11,642958,643092,+
16002025,16002043,chr11,655217,655557,+
16003456,16003460,chr11,703132,703163,+
16003510,16003521,chr11,705212,705423,+
16003651,16003659,chr11,707348,707614,+
16003659,16003672,chr11,707697,707935,+
16003672,16003678,chr11,707958,708143,+
16004055,16004069,chr11,721054,721214,+
16004070,16004083,chr11,721256,721369,+
16004088,16004108,chr11,721579,721927,+
16004120,16004124,chr11,722177,722193,+
16005428,16005432,chr11,762828,762974,+
16005432,16005456,chr11,763069,763425,+
16006563,16006569,chr11,794926,795059,+
16007855,16007861,chr11,826075,826243,+
16009368,16009375,chr11,859991,860158,+
16011927,16011932,chr11,952552,952861,+
16011932,16011938,chr11,952928,953065,+
16011939,16011943,chr11,953149,953258,+
16012891,16012899,chr11,986840,986945,+
16013501,16013506,chr11,1005993,1006050,+
16013506,16013510,chr11,1006059,1006094,+
16013510,16013518,chr11,1006121,1006259,+
16014838,16014850,chr11,1042056,1042271,+
16015029,16015033,chr11,1049330,1049484,+
16015077,16015081,chr11,1050885,1050907,+
16021710,16021714,chr11,1299087,1299140,+
16021823,16021829,chr11,1302676,1302843,+
16021869,16021873,chr11,1304091,1304159,+
16021880,16021892,chr11,1304466,1304634,+
16022189,16022195,chr11,1310982,1311225,+
16026170,16026184,chr11,1447874,1448086,+
16026629,16026638,chr11,1459219,1459335,+
16026678,16026690,chr11,1460566,1460658,+
16027452,16027458,chr11,1485929,1486092,+
16027465,16027473,chr11,1486263,1486356,+
16028596,16028602,chr11,1531620,1531744,+
16028612,16028621,chr11,1532174,1532354,+
16028629,16028638,chr11,1532766,1532921,+
16029428,16029432,chr11,1559347,1559376,+
16029437,16029443,chr11,1559706,1559780,+
16030292,16030300,chr11,1584559,1584689,+
16031797,16031802,chr11,1659439,1659480,+
16031802,16031813,chr11,1659561,1659768,+
16031875,16031883,chr11,1661667,1661810,+
16032475,16032479,chr11,1688659,1688726,+
16032497,16032508,chr11,1689689,1689919,+
16032512,16032517,chr11,1690022,1690087,+
16032831,16032837,chr11,1705514,1705739,+
16033273,16033279,chr11,1729115,1729256,+
16034077,16034082,chr11,1760574,1760601,+
16035520,16035526,chr11,1827467,1827551,+
16035608,16035625,chr11,1830803,1831138,+
16035727,16035740,chr11,1834159,1834517,+
16036319,16036327,chr11,1852787,1853017,+
16036329,16036333,chr11,1853090,1853168,+
16036334,16036340,chr11,1853181,1853223,+
16038858,16038867,chr11,1949954,1950208,+
16040303,16040313,chr11,1989986,1990153,+
16042660,16042666,chr11,2097636,2097738,+
16042712,16042725,chr11,2099679,2099977,+
16042772,16042776,chr11,2102740,2102852,+
16045406,16045413,chr11,2193699,2193849,+
16045602,16045608,chr11,2202140,2202387,+
16045622,16045629,chr11,2202719,2202775,+
16045745,16045755,chr11,2208710,2208919,+
16045755,16045764,chr11,2208959,2209167,+
16045809,16045818,chr11,2211197,2211361,+
16045819,16045827,chr11,2211477,2211702,+
16045992,16045999,chr11,2217246,2217395,+
16046413,16046417,chr11,2256919,2256993,+
16046417,16046430,chr11,2256994,2257325,+
16046430,16046446,chr11,2257334,2257683,+
16046655,16046660,chr11,2266186,2266236,+
16047678,16047684,chr11,2301388,2301450,+
16047707,16047716,chr11,2302376,2302667,+
16047716,16047727,chr11,2302699,2302936,+
16048015,16048019,chr11,2315449,2315512,+
16049034,16049042,chr11,2375923,2376257,+
16049042,16049049,chr11,2376293,2376426,+
16049274,16049283,chr11,2380977,2381183,+
16050851,16050860,chr11,2427350,2427591,+
16051311,16051318,chr11,2447102,2447257,+
16051637,16051648,chr11,2463112,2463466,+
16051652,16051656,chr11,2463659,2463738,+
16051656,16051669,chr11,2463752,2463985,+
16051669,16051674,chr11,2463991,2464105,+
16051739,16051744,chr11,2467365,2467618,+
16051982,16051986,chr11,2480773,2480952,+
16053957,16053963,chr11,2574868,2575003,+
16053963,16053989,chr11,2575039,2575377,+
16057678,16057684,chr11,2807230,2807254,+
16057684,16057703,chr11,2807295,2807576,+
16057703,16057716,chr11,2807599,2807802,+
16057989,16057999,chr11,2825382,2825569,+
16057999,16058005,chr11,2825702,2825790,+
16058023,16058031,chr11,2826412,2826466,+
16060088,16060094,chr11,2898822,2898980,+
16060255,16060259,chr11,2904209,2904248,+
16060477,16060490,chr11,2911459,2911790,+
16060490,16060497,chr11,2911894,2912142,+
16060498,16060507,chr11,2912281,2912638,+
16060827,16060835,chr11,2924461,2924748,+
16060929,16060938,chr11,2927936,2928073,+
16062339,16062344,chr11,3000303,3000399,+
16062344,16062353,chr11,3000554,3000865,+
16062361,16062366,chr11,3001615,3001769,+
16064263,16064268,chr11,3095948,3096007,+
16064268,16064272,chr11,3096152,3096226,+
16064998,16065002,chr11,3130891,3131007,+
16067029,16067034,chr11,3220623,3220678,+
16070707,16070714,chr11,3455828,3455903,+
16071017,16071028,chr11,3476684,3476880,+
16071029,16071039,chr11,3477015,3477231,+
16071434,16071440,chr11,3509361,3509458,+
16071440,16071444,chr11,3509624,3509712,+
16072770,16072776,chr11,3614675,3614893,+
16075213,16075217,chr11,3785275,3785622,+
16076155,16076159,chr11,3836994,3837213,+
16076178,16076183,chr11,3839475,3839484,+
16076776,16076780,chr11,3877487,3877704,+
16079614,16079620,chr11,4190913,4191092,+
16082057,16082062,chr11,4496595,4496680,+
16082067,16082072,chr11,4497120,4497244,+
16090557,16090561,chr11,5691173,5691246,+
16090562,16090568,chr11,5691297,5691370,+
16095252,16095256,chr11,6319049,6319090,+
16095366,16095384,chr11,6320758,6321128,+
16096092,16096096,chr11,6388069,6388204,+
16096355,16096364,chr11,6402560,6403058,+
16098452,16098458,chr11,6587604,6587889,+
16099170,16099175,chr11,6630078,6630108,+
16099184,16099192,chr11,6630183,6630211,+
16099194,16099220,chr11,6630223,6630381,+
16099220,16099233,chr11,6630383,6630448,+
16099233,16099272,chr11,6630462,6630753,+
16099272,16099284,chr11,6630757,6630990,+
16100373,16100378,chr11,6746393,6746596,+
16105769,16105773,chr11,7538760,7539162,+
16106037,16106042,chr11,7572421,7572802,+
16106095,16106099,chr11,7577272,7577321,+
16106224,16106236,chr11,7597182,7597788,+
16106299,16106303,chr11,7604469,7604957,+
16106373,16106378,chr11,7612647,7613000,+
16106966,16106973,chr11,7671413,7671699,+
16112070,16112074,chr11,8229128,8229180,+
16112074,16112078,chr11,8229420,8229485,+
16112148,16112155,chr11,8233788,8234052,+
16113183,16113194,chr11,8304521,8304627,+
16114419,16114424,chr11,8389437,8389795,+
16115428,16115432,chr11,8533389,8533569,+
16116488,16116492,chr11,8671274,8671499,+
16117314,16117319,chr11,8721148,8721675,+
16121879,16121883,chr11,9107467,9107488,+
16122116,16122122,chr11,9139216,9139351,+
16124324,16124341,chr11,9302099,9303086,+
16127669,16127673,chr11,9498414,9498781,+
16127820,16127825,chr11,9510787,9511204,+
16128062,16128066,chr11,9529332,9529411,+
16128523,16128528,chr11,9569677,9570035,+
16129943,16129947,chr11,9663327,9663354,+
16130430,16130436,chr11,9716864,9717167,+
16130620,16130624,chr11,9740310,9740506,+
16131505,16131511,chr11,9820736,9821201,+
16135468,16135473,chr11,10302355,10302371,+
16136088,16136097,chr11,10351569,10351937,+
16136597,16136603,chr11,10414489,10414914,+
16136778,16136783,chr11,10442067,10442302,+
16137395,16137401,chr11,10489172,10489313,+
16138515,16138519,chr11,10604653,10604763,+
16139658,16139662,chr11,10725390,10725650,+
16139857,16139866,chr11,10743729,10743951,+
16140282,16140288,chr11,10784794,10784896,+
16140957,16140961,chr11,10842743,10843049,+
16140961,16140965,chr11,10843373,10843420,+
16141635,16141643,chr11,10911868,10912147,+
16143826,16143830,chr11,11211234,11211333,+
16145420,16145425,chr11,11391915,11392018,+
16145676,16145680,chr11,11416693,11417007,+
16145967,16145971,chr11,11444449,11444472,+
16146486,16146491,chr11,11502661,11502823,+
16146536,16146542,chr11,11510983,11511036,+
16146975,16146980,chr11,11555382,11555473,+
16147240,16147244,chr11,11584516,11584543,+
16150198,16150203,chr11,11973633,11973736,+
16150258,16150264,chr11,11979330,11979429,+
16150394,16150399,chr11,11994005,11994149,+
16151336,16151343,chr11,12080113,12080469,+
16151427,16151431,chr11,12090648,12090720,+
16151716,16151722,chr11,12111444,12111524,+
16151722,16151726,chr11,12111614,12111693,+
16151971,16151975,chr11,12134391,12134458,+
16151997,16152004,chr11,12137208,12137270,+
16152191,16152195,chr11,12159143,12159252,+
16152620,16152626,chr11,12201023,12201294,+
16152778,16152785,chr11,12216323,12216415,+
16152872,16152876,chr11,12222286,12222350,+
16152895,16152899,chr11,12224077,12224249,+
16152909,16152913,chr11,12224768,12224854,+
16153173,16153177,chr11,12248400,12248523,+
16153191,16153195,chr11,12249875,12249979,+
16153965,16153969,chr11,12319005,12319247,+
16155003,16155007,chr11,12430904,12431072,+
16157689,16157694,chr11,12724235,12724326,+
16158843,16158853,chr11,12845829,12846240,+
16160881,16160885,chr11,13052357,13052602,+
16160959,16160964,chr11,13064467,13064710,+
16161433,16161439,chr11,13126541,13126757,+
16163267,16163271,chr11,13333621,13333697,+
16163324,16163330,chr11,13339798,13340036,+
16165396,16165401,chr11,13645098,13645365,+
16168157,16168161,chr11,14030175,14030274,+
16169939,16169944,chr11,14271156,14271551,+
16172914,16172918,chr11,14583382,14583487,+
16174290,16174294,chr11,14765212,14765420,+
16176834,16176838,chr11,15113438,15113565,+
16179202,16179208,chr11,15507693,15507845,+
16180416,16180420,chr11,15663839,15663884,+
16183137,16183141,chr11,16097465,16097955,+
16184086,16184090,chr11,16299439,16299654,+
16188555,16188559,chr11,16902252,16902412,+
16189546,16189551,chr11,16997759,16997903,+
16190280,16190288,chr11,17048338,17048848,+
16190887,16190892,chr11,17082548,17082710,+
16191795,16191802,chr11,17174315,17174384,+
16193254,16193259,chr11,17285738,17285933,+
16196298,16196302,chr11,17542096,17542504,+
16200890,16200895,chr11,17973056,17973167,+
16201644,16201648,chr11,18063293,18063438,+
16207130,16207134,chr11,18579118,18579163,+
16212041,16212045,chr11,19072463,19072691,+
16213782,16213787,chr11,19244287,19244406,+
16215071,16215075,chr11,19394813,19394986,+
16215461,16215465,chr11,19442333,19442499,+
16217315,16217319,chr11,19674035,19674060,+
16217935,16217940,chr11,19726003,19726043,+
16218120,16218124,chr11,19753825,19754095,+
16220468,16220472,chr11,20011371,20011589,+
16220581,16220587,chr11,20023343,20023520,+
16220621,16220629,chr11,20027154,20027399,+
16220629,16220635,chr11,20027498,20027858,+
16220710,16220714,chr11,20035841,20035978,+
16237485,16237489,chr11,22492070,22492122,+
16238706,16238710,chr11,22674541,22674898,+
16239431,16239435,chr11,22809745,22809829,+
16265599,16265604,chr11,27348016,27348217,+
16265657,16265661,chr11,27357425,27357495,+
16265840,16265846,chr11,27374144,27374738,+
16265971,16265977,chr11,27395746,27396163,+
16266143,16266149,chr11,27422306,27422381,+
16266517,16266521,chr11,27464467,27464955,+
16266558,16266563,chr11,27469039,27469243,+
16266566,16266572,chr11,27469755,27470073,+
16266572,16266577,chr11,27470365,27470867,+
16283662,16283666,chr11,30423437,30423583,+
16289539,16289543,chr11,31366840,31367030,+
16296250,16296254,chr11,32103535,32103641,+
16296330,16296334,chr11,32113354,32113394,+
16303613,16303620,chr11,32830940,32831078,+
16303620,16303624,chr11,32831086,32831520,+
16305480,16305486,chr11,33017572,33017873,+
16306032,16306041,chr11,33061175,33061943,+
16307549,16307553,chr11,33211744,33211912,+
16308723,16308727,chr11,33291559,33291669,+
16309005,16309009,chr11,33321073,33321217,+
16312406,16312411,chr11,33668501,33668627,+
16312597,16312603,chr11,33695884,33695953,+
16312606,16312610,chr11,33696553,33696643,+
16312854,16312858,chr11,33716530,33716833,+
16313007,16313015,chr11,33734377,33734805,+
16314840,16314850,chr11,33893982,33894289,+
16316394,16316399,chr11,34028140,34028296,+
16318676,16318680,chr11,34186297,34186442,+
16318680,16318687,chr11,34186446,34186695,+
16319266,16319270,chr11,34234589,34234723,+
16319773,16319781,chr11,34274799,34274973,+
16322985,16322991,chr11,34600611,34600949,+
16322992,16322996,chr11,34600964,34601367,+
16323004,16323012,chr11,34602158,34602543,+
16323092,16323096,chr11,34610627,34610833,+
16323161,16323166,chr11,34621631,34622538,+
16323168,16323182,chr11,34622938,34623485,+
16323185,16323190,chr11,34623722,34623992,+
16323191,16323201,chr11,34624132,34624336,+
16323204,16323216,chr11,34624841,34625774,+
16323239,16323244,chr11,34630761,34630932,+
16323244,16323249,chr11,34631220,34631328,+
16323249,16323253,chr11,34631429,34631674,+
16323253,16323259,chr11,34631861,34632244,+
16323259,16323265,chr11,34632376,34632815,+
16323306,16323311,chr11,34637311,34637473,+
16323330,16323335,chr11,34639407,34639678,+
16323335,16323339,chr11,34639938,34640253,+
16323341,16323346,chr11,34640847,34640944,+
16323349,16323353,chr11,34641524,34641702,+
16323354,16323361,chr11,34642134,34642670,+
16323361,16323365,chr11,34642692,34642910,+
16323445,16323449,chr11,34653745,34653866,+
16323449,16323454,chr11,34653891,34654006,+
16323454,16323458,chr11,34654057,34654170,+
16324409,16324414,chr11,34825856,34826057,+
16324607,16324611,chr11,34855185,34855288,+
16325269,16325274,chr11,34930032,34930141,+
16325770,16325775,chr11,35005182,35005799,+
16325804,16325810,chr11,35009379,35009976,+
16326034,16326038,chr11,35040217,35040281,+
16326038,16326043,chr11,35040541,35040603,+
16326073,16326079,chr11,35045384,35045483,+
16326295,16326299,chr11,35082534,35082561,+
16326311,16326315,chr11,35083642,35083669,+
16326778,16326786,chr11,35141593,35141861,+
16327123,16327127,chr11,35192331,35192553,+
16327570,16327574,chr11,35260689,35260798,+
16330620,16330626,chr11,35630042,35630294,+
16331103,16331107,chr11,35682852,35682975,+
16332003,16332007,chr11,35812930,35813133,+
16332993,16332997,chr11,35927280,35927405,+
16333009,16333013,chr11,35927972,35928029,+
16333080,16333084,chr11,35932810,35933003,+
16334700,16334710,chr11,36090531,36091058,+
16337986,16337992,chr11,36409199,36409540,+
16338011,16338017,chr11,36411336,36411571,+
16338315,16338320,chr11,36447964,36448157,+
16338415,16338425,chr11,36455679,36455908,+
16359598,16359605,chr11,40029605,40029755,+
16367821,16367825,chr11,41377735,41377923,+
16374062,16374066,chr11,42473196,42473280,+
16385734,16385743,chr11,43987665,43987871,+
16392136,16392141,chr11,44564281,44564394,+
16392331,16392335,chr11,44573178,44573242,+
16392441,16392448,chr11,44584829,44585015,+
16392606,16392612,chr11,44596151,44596342,+
16392620,16392625,chr11,44597116,44597175,+
16393061,16393065,chr11,44623569,44623608,+
16395918,16395926,chr11,44862182,44862321,+
16395972,16395978,chr11,44866062,44866251,+
16396106,16396118,chr11,44878218,44878369,+
16396193,16396199,chr11,44883366,44883461,+
16397859,16397863,chr11,44979292,44979500,+
16397864,16397868,chr11,44979550,44979679,+
16397868,16397876,chr11,44979715,44979931,+
16397879,16397884,chr11,44980106,44980213,+
16398002,16398015,chr11,44989947,44990218,+
16399889,16399893,chr11,45161928,45162061,+
16407210,16407214,chr11,45808033,45808144,+
16407691,16407695,chr11,45843870,45843941,+
16407923,16407931,chr11,45859814,45859998,+
16409164,16409174,chr11,45921579,45921798,+
16409489,16409493,chr11,45930232,45930253,+
16409498,16409502,chr11,45930631,45930738,+
16409554,16409559,chr11,45933496,45933604,+
16413195,16413199,chr11,46272574,46272794,+
16413199,16413204,chr11,46272824,46272995,+
16413204,16413208,chr11,46273169,46273371,+
16413213,16413218,chr11,46274155,46274305,+
16413218,16413222,chr11,46274469,46274595,+
16413361,16413369,chr11,46280028,46280257,+
16414209,16414213,chr11,46328080,46328117,+
16414569,16414581,chr11,46345415,46345903,+
16414581,16414587,chr11,46346138,46346297,+
16414587,16414592,chr11,46346391,46346502,+
16414917,16414926,chr11,46357657,46357878,+
16417373,16417379,chr11,46492707,46492832,+
16420094,16420102,chr11,46687192,46687518,+
16422859,16422863,chr11,46895853,46895950,+
16422866,16422871,chr11,46896166,46896235,+
16422933,16422941,chr11,46898831,46899017,+
16423706,16423712,chr11,46942263,46942544,+
16423761,16423765,chr11,46948077,46948123,+
16425221,16425230,chr11,47111357,47111869,+
16425300,16425310,chr11,47119109,47119395,+
16425310,16425315,chr11,47119420,47119561,+
16426402,16426414,chr11,47184842,47185390,+
16426735,16426741,chr11,47194290,47194405,+
16429737,16429755,chr11,47354993,47355204,+
16429755,16429794,chr11,47355210,47355662,+
16429794,16429805,chr11,47355675,47355797,+
16430403,16430408,chr11,47389818,47389879,+
16430512,16430534,chr11,47394728,47395083,+
16431531,16431538,chr11,47437944,47438099,+
16433995,16434006,chr11,47590054,47590141,+
16434018,16434036,chr11,47590207,47590301,+
16434036,16434046,chr11,47590304,47590337,+
16434047,16434060,chr11,47590354,47590433,+
16438282,16438289,chr11,47858261,47858457,+
16439082,16439086,chr11,47916524,47916672,+
16439609,16439614,chr11,47950426,47950601,+
16440759,16440764,chr11,48020350,48020468,+
16440830,16440835,chr11,48024742,48024930,+
16441153,16441157,chr11,48050059,48050146,+
16441182,16441186,chr11,48052430,48052746,+
16441555,16441562,chr11,48081462,48081550,+
16474093,16474097,chr11,56886635,56886753,+
16474236,16474241,chr11,56910301,56910404,+
16475429,16475433,chr11,57123727,57123822,+
16476879,16476883,chr11,57292895,57292976,+
16476883,16476889,chr11,57293005,57293261,+
16477362,16477368,chr11,57322535,57322802,+
16478828,16478834,chr11,57424778,57424960,+
16478913,16478920,chr11,57427714,57427910,+
16484710,16484714,chr11,57778094,57778570,+
16484734,16484738,chr11,57781570,57782220,+
16484881,16484887,chr11,57792428,57792449,+
16485846,16485853,chr11,57903865,57904008,+
16504448,16504455,chr11,60370756,60371151,+
16509043,16509052,chr11,60852124,60852285,+
16509053,16509058,chr11,60852402,60852464,+
16509058,16509072,chr11,60852470,60852587,+
16509072,16509101,chr11,60852591,60852811,+
16509101,16509120,chr11,60852820,60852973,+
16510671,16510676,chr11,60943448,60943557,+
16511138,16511151,chr11,60971499,60971806,+
16511508,16511514,chr11,60994734,60995026,+
16512198,16512202,chr11,61032265,61032444,+
16513236,16513244,chr11,61102288,61102518,+
16513550,16513554,chr11,61121222,61121356,+
16516160,16516167,chr11,61273175,61273415,+
16516730,16516735,chr11,61296968,61297056,+
16516740,16516744,chr11,61297987,61298169,+
16520897,16520902,chr11,61529580,61529666,+
16522435,16522448,chr11,61603371,61603521,+
16523876,16523880,chr11,61684739,61684776,+
16523956,16523961,chr11,61688263,61688524,+
16523964,16523972,chr11,61688743,61688916,+
16523972,16523979,chr11,61688953,61689187,+
16524161,16524174,chr11,61699792,61700130,+
16525402,16525406,chr11,61756684,61757058,+
16525407,16525413,chr11,61757195,61757330,+
16527135,16527139,chr11,61834760,61834957,+
16527637,16527644,chr11,61860354,61860593,+
16527963,16527971,chr11,61874549,61874754,+
16529661,16529668,chr11,61964701,61964823,+
16529891,16529895,chr11,61971383,61971505,+
16529940,16529946,chr11,61975111,61975247,+
16529946,16529950,chr11,61975263,61975501,+
16534145,16534149,chr11,62311751,62311806,+
16535257,16535261,chr11,62382802,62383081,+
16535545,16535553,chr11,62400879,62401090,+
16535572,16535582,chr11,62402300,62402522,+
16536374,16536378,chr11,62446438,62446503,+
16536421,16536426,chr11,62449679,62449756,+
16537360,16537367,chr11,62500474,62500646,+
16538046,16538061,chr11,62543676,62544136,+
16538061,16538070,chr11,62544163,62544527,+
16538293,16538297,chr11,62548933,62548959,+
16538313,16538317,chr11,62549611,62549815,+
16538422,16538427,chr11,62557825,62557968,+
16539540,16539546,chr11,62603066,62603156,+
16545787,16545791,chr11,62860681,62860788,+
16546065,16546070,chr11,62876790,62876980,+
16551783,16551791,chr11,63553824,63554147,+
16552015,16552020,chr11,63575019,63575228,+
16552912,16552917,chr11,63631709,63631811,+
16554838,16554852,chr11,63762458,63762587,+
16554852,16554881,chr11,63762596,63762961,+
16554881,16554920,chr11,63763011,63763305,+
16554920,16554934,chr11,63763311,63763401,+
16554934,16554956,chr11,63763408,63763526,+
16555720,16555724,chr11,63795098,63795184,+
16555903,16555908,chr11,63804357,63804616,+
16557213,16557218,chr11,63869301,63869434,+
